cap-shape,cap-surface,bruises,odor,gill-size,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,spore-print-color
f,f,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,g,n
f,s,f,n,b,e,f,f,w,k
x,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,p,n
x,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,w,k
x,f,f,c,n,b,s,s,w,n
x,y,t,n,b,b,s,s,p,n
x,f,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,p,n
f,f,f,n,b,e,s,s,w,n
x,f,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,w,n
x,f,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,g,k
f,f,f,n,b,e,f,f,w,k
x,f,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,p,n
x,f,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,g,k
x,f,f,c,n,b,s,s,w,k
x,y,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,w,n
f,s,f,n,b,e,f,f,w,n
x,y,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,p,n
x,f,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,p,n
x,s,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,p,n
x,f,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,g,n
x,s,f,n,b,e,s,f,w,k
x,y,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,p,k
x,s,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,w,k
x,f,f,n,b,e,s,s,w,k
x,y,t,n,b,b,s,s,w,k
x,f,f,c,n,b,s,s,w,n
x,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,p,n
x,f,f,f,b,b,k,k,n,h
x,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,b,h
x,f,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,w,n
x,f,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,p,h
x,f,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,w,n
x,f,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,p,n
x,f,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,w,n
x,f,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,w,n
f,f,f,n,b,e,f,s,w,n
x,y,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,p,k
x,f,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,w,n
x,f,t,n,b,b,s,s,p,n
x,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,w,n
x,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,b,h
x,f,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,g,k
x,y,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,b,h
x,f,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,k
x,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,p,n
x,f,f,c,n,b,s,s,w,n
x,f,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
x,f,f,c,n,b,s,s,w,k
x,f,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,p,n
f,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,p,n
x,f,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,k
x,y,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,p,k
x,s,f,c,n,b,s,s,w,n
f,y,t,n,b,b,s,s,p,k
x,y,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,g,k
x,s,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,w,k
x,s,f,c,n,b,s,s,w,n
x,f,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,g,k
x,f,f,f,b,b,k,k,p,h
x,s,f,c,n,b,s,s,w,k
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,n
x,y,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,w,k
x,s,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,w,k
x,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,w,n
f,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,w,n
x,f,t,n,b,b,s,s,w,k
f,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,p,n
x,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,g,k
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,g,k
x,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,p,n
x,s,f,c,n,b,s,s,w,n
f,y,t,n,b,b,s,s,p,k
x,s,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,b,h
f,f,f,f,b,b,k,k,n,h
x,s,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,p,h
x,f,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,g,k
x,s,f,c,n,b,s,s,w,k
x,f,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,n,h
x,y,t,n,b,b,s,s,w,k
x,s,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
x,s,f,c,n,b,s,s,w,n
x,f,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,w,k
x,s,f,c,n,b,s,s,w,n
x,y,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,n,h
x,f,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,n,h
x,f,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,p,n
x,y,f,f,b,b,k,k,n,h
x,s,f,c,n,b,s,s,w,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,n,h
x,f,f,c,n,b,s,s,w,k
x,y,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,k
x,y,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,w,n
x,f,f,c,n,b,s,s,w,k
x,f,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,g,k
x,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,w,k
x,y,f,f,b,b,k,k,p,h
x,s,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,g,n
f,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,n
x,f,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,n
f,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,g,k
x,f,f,f,b,b,k,k,n,h
x,f,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,p,n
x,s,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,p,h
x,s,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,p,h
x,s,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,n,h
x,y,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,w,n
x,f,t,n,b,b,s,s,g,k
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,p,k
x,s,f,c,n,b,s,s,w,k
x,y,f,f,b,b,k,k,b,h
f,f,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,n,h
x,y,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,p,k
x,s,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
x,f,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,w,k
x,s,f,c,n,b,s,s,w,n
x,y,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,p,h
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,n
x,s,f,c,n,b,s,s,w,n
f,f,f,f,b,b,k,k,n,h
x,f,f,c,n,b,s,s,w,n
f,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,g,k
x,f,f,c,n,b,s,s,w,k
x,f,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
x,s,f,c,n,b,s,s,w,k
x,y,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,p,n
x,y,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,w,n
x,f,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,g,k
x,s,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,p,n
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,g,n
x,f,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,w,n
x,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,n
f,f,t,n,b,b,s,s,w,k
x,f,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,n
x,s,f,c,n,b,s,s,w,k
x,f,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,b,h
x,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,w,k
x,s,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,g,k
x,f,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,p,n
x,f,f,f,b,b,k,k,p,h
f,y,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,g,k
x,f,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,w,k
x,f,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,g,n
x,s,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,w,n
x,f,f,c,n,b,s,s,w,k
x,f,f,f,b,b,k,k,p,h
x,f,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,p,n
f,y,f,f,b,b,k,k,b,h
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,g,n
x,f,f,c,n,b,s,s,w,n
x,s,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,w,k
x,s,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
f,f,f,f,b,b,k,k,b,h
x,f,t,n,b,b,s,s,w,k
x,s,f,c,n,b,s,s,w,n
x,y,t,n,b,b,s,s,w,n
f,f,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,n
x,s,f,c,n,b,s,s,w,n
x,y,f,f,b,b,k,k,p,h
x,f,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,w,n
x,y,t,n,b,b,s,s,g,n
x,f,f,c,n,b,s,s,w,n
f,y,t,n,b,b,s,s,p,k
x,f,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,p,n
x,s,f,c,n,b,s,s,w,k
x,y,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,p,h
x,s,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,g,n
x,f,f,f,b,b,k,k,p,h
x,s,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,p,k
x,s,f,c,n,b,s,s,w,n
x,y,t,n,b,b,s,s,g,n
x,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,g,n
x,s,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,w,k
x,f,t,n,b,b,s,s,p,n
f,f,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,n,h
x,s,f,c,n,b,s,s,w,n
f,y,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,p,n
x,f,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,g,k
f,f,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,n,h
x,s,f,c,n,b,s,s,w,k
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,n
f,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,p,n
f,y,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,n,h
f,y,t,n,b,b,s,s,p,k
f,f,t,n,b,b,s,s,g,n
x,f,f,c,n,b,s,s,w,n
f,y,t,n,b,b,s,s,w,n
f,y,f,f,b,b,k,k,p,h
f,f,t,n,b,b,s,s,p,k
x,f,f,f,b,b,k,k,b,h
f,y,t,n,b,b,s,s,w,k
x,f,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,p,n
x,f,f,c,n,b,s,s,w,n
x,s,f,c,n,b,s,s,w,n
f,y,t,n,b,b,s,s,p,n
x,s,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,b,h
x,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,w,k
x,f,f,f,b,b,k,k,p,h
x,f,f,c,n,b,s,s,w,n
x,f,f,f,b,b,k,k,p,h
x,f,f,c,n,b,s,s,w,n
f,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,k
x,f,f,c,n,b,s,s,w,k
x,y,t,n,b,b,s,s,g,k
f,y,t,n,b,b,s,s,w,k
f,f,t,n,b,b,s,s,g,k
x,y,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,p,k
x,f,f,c,n,b,s,s,w,k
f,f,t,n,b,b,s,s,g,n
x,y,f,f,b,b,k,k,n,h
f,f,t,n,b,b,s,s,w,n
f,y,t,n,b,b,s,s,p,n
x,f,f,c,n,b,s,s,w,n
x,s,f,c,n,b,s,s,w,n
f,f,t,n,b,b,s,s,g,n
x,f,t,n,b,b,s,s,p,k
f,y,t,n,b,b,s,s,g,k
x,f,f,f,b,b,k,k,n,h
x,y,t,n,b,b,s,s,w,k
f,y,t,n,b,b,s,s,p,k
